Rank,Currency_Name,Price,Hour Change,Day Change,Week Change,Market_Capital,Volume,Circulating_Supply
737,"Pups (Bitcoin)
PUPS
Buy",$0.02928,0.39%,11.84%,5.50%,"$28,360,711","$162,814
5.55M PUPS",968.44M PUPS
738,"Alkimi
ADS
Buy",$0.1197,0.22%,0.74%,17.01%,"$28,372,240","$76,715
640.79K ADS",236.99M ADS
739,"Aleph Zero
AZERO
Buy",$0.1059,0.12%,4.35%,23.47%,"$28,274,329","$358,066
3.37M AZERO",266.77M AZERO
740,"SPECTRE AI
SPECTRE
Buy",$2.82,0.05%,5.82%,19.96%,"$28,181,204","$530,259
188.08K SPECTRE",9.99M SPECTRE
741,"Green Satoshi Token (SOL)
GST
Buy",$0.008572,0.50%,2.91%,14.66%,"$28,338,740","$963,059
113.17M GST",3.3B GST
742,"Dragonchain
DRGN
Buy",$0.07565,0.12%,4.13%,4.02%,"$28,051,291","$139,422
1.84M DRGN",370.77M DRGN
743,"Myria
MYRIA
Buy",$0.0008914,0.09%,5.57%,8.29%,"$27,789,440","$1,084,430
1.21B MYRIA",31.17B MYRIA
744,"Aavegotchi
GHST
Buy",$0.5265,0.01%,1.23%,10.36%,"$27,774,416","$3,331,799
6.32M GHST",52.74M GHST
745,"PlatON
LAT
Buy",$0.004242,0.00%,0.27%,13.09%,"$27,727,632","$4,646,581
1.09B LAT",6.53B LAT
746,"Pirate Chain
ARRR
Buy",$0.1419,0.64%,4.67%,8.96%,"$27,849,856","$68,885
487.55K ARRR",196.21M ARRR
747,"RETARDIO
RETARDIO
Buy",$0.02815,2.10%,14.83%,1.46%,"$27,469,912","$1,948,126
68.57M RETARDIO",975.67M RETARDIO
748,"Oho
OHO
Buy",$0.001140,0.12%,0.84%,0.82%,"$27,511,476","$191,357
167.79M OHO",24.12B OHO
749,"Electronic USD
eUSD
Buy",$0.9998,0.05%,0.07%,0.07%,"$27,491,705","$226,607
226.61K eUSD",27.49M eUSD
750,"Bella Protocol
BEL
Buy",$0.3426,0.08%,2.67%,10.77%,"$27,408,034","$5,089,400
14.84M BEL",80M BEL
751,"Santos FC Fan Token
SANTOS
Buy",$2.57,0.05%,0.67%,3.84%,"$27,374,690","$4,658,039
1.80M SANTOS",10.64M SANTOS
752,"Badger DAO
BADGER
Buy",$1.31,3.10%,19.95%,18.03%,"$26,822,025","$83,869,331
62.51M BADGER",20.42M BADGER
753,"Amaterasu Omikami
OMIKAMI
Buy",$0.02863,0.81%,1.77%,16.58%,"$27,121,157","$273,862
9.46M OMIKAMI",946.97M OMIKAMI
754,"Artrade
ATR
Buy",$0.02173,0.65%,1.22%,16.61%,"$27,382,670","$1,042,827
48.24M ATR",1.26B ATR
801,"TokenPocket
TPT
Buy",$0.006856,0.13%,1.33%,4.31%,"$23,767,764","$96,772
14.11M TPT",3.46B TPT
802,"Heroes of Mavia
MAVIA
Buy",$0.2106,0.78%,7.12%,17.59%,"$23,575,760","$5,325,269
25.18M MAVIA",111.93M MAVIA
803,"Propchain
PROPC
Buy",$0.6400,0.01%,4.57%,4.36%,"$23,664,143","$269,517
421.07K PROPC",36.96M PROPC
804,"Pocket Network
POKT
Buy",$0.01184,0.00%,1.39%,8.17%,"$23,667,414","$237,218
20.03M POKT",1.99B POKT
805,"Vow
VOW
Buy",$0.06633,0.19%,1.76%,3.24%,"$23,635,225","$187,744
2.82M VOW",356.28M VOW
806,"New XAI gork
gork
Buy",$0.02330,0.50%,3.58%,54.30%,"$23,305,193","$40,609,338
1.72B gork",999.99M gork
807,"LeverFi
LEVER
Buy",$0.0005553,0.61%,3.76%,13.61%,"$23,323,504","$4,840,012
8.68B LEVER",41.99B LEVER
808,"SynFutures
F
Buy",$0.01369,2.56%,7.80%,4.40%,"$23,642,682","$12,592,680
924.53M F",1.72B F
809,"Paris Saint-Germain Fan Token
PSG
Buy",$2.60,0.78%,1.50%,6.70%,"$23,151,729","$7,183,048
2.75M PSG",8.88M PSG
810,"Puffer
PUFFER
Buy",$0.2257,0.06%,3.23%,18.47%,"$23,098,385","$9,959,097
44.01M PUFFER",102.3M PUFFER
901,"Bellscoin
BELLS
Buy",$0.2961,0.76%,4.48%,26.92%,"$17,974,052","$429,091
1.43M BELLS",60.68M BELLS
902,"MCOIN
MCOIN
Buy",$0.1023,0.14%,0.97%,34.45%,"$18,111,593","$194,238
1.89M MCOIN",177M MCOIN
903,"SIGMA
SIGMA
Buy",$0.02002,1.85%,1.99%,21.15%,"$18,018,492","$4,359,646
217.32M SIGMA",899.84M SIGMA
904,"FC Barcelona Fan Token
BAR
Buy",$1.67,0.52%,0.03%,19.71%,"$18,028,900","$3,048,866
1.82M BAR",10.77M BAR
905,"Verasity
VRA
Buy",$0.001851,0.80%,3.58%,9.18%,"$17,817,552","$6,957,077
3.74B VRA",9.62B VRA
906,"WHY
WHY
Buy",$0.074256,0.36%,14.98%,9.66%,"$17,875,418","$3,330,806
78.28T WHY",420T WHY
907,"Bluzelle
BLZ
Buy",$0.03811,0.48%,1.22%,5.76%,"$17,787,079","$1,203,058
31.67M BLZ",466.71M BLZ
908,"Quickswap [New]
QUICK
Buy",$0.02357,0.75%,3.15%,9.49%,"$17,688,341","$3,731,622
158.03M QUICK",750.34M QUICK
909,"BasedAI
BASEDAI
Buy",$0.5118,0.22%,2.34%,19.35%,"$17,711,032","$58,278
113.85K BASEDAI",34.59M BASEDAI
910,"Shiro Neko
SHIRO
Buy",$0.071758,0.32%,0.77%,5.50%,"$17,584,757","$1,910,550
108.33T SHIRO",1P SHIRO
1001,"SyncGPT
SYNC
Buy",$0.06716,0.00%,0.01%,0.01%,"$13,432,433",--,200M SYNC
1002,"Broccoli (firstbroccoli.com)
BROCCOLI
Buy",$0.01340,4.56%,6.41%,34.65%,"$13,408,536","$10,581,822
787.60M BROCCOLI",1B BROCCOLI
1003,"Fulcrom Finance
FUL
Buy",$0.006454,0.10%,0.72%,0.36%,"$13,472,904","$6,738
1.04M FUL",2.08B FUL
1004,"Equilibria Finance
EQB
Buy",$0.3974,0.28%,1.72%,1.29%,"$13,398,110","$45,807
115.24K EQB",33.7M EQB
1005,"Retard Finder Coin
RFC
Buy",$0.01385,0.91%,18.31%,32.14%,"$13,323,212","$9,468,388
678.62M RFC",961.55M RFC
1006,"Propbase
PROPS
Buy",$0.03227,0.95%,1.70%,13.92%,"$13,287,371","$2,961,424
91.54M PROPS",411.68M PROPS
1007,"Planet IX(formerly IX token)
IXT
Buy",$0.1011,0.23%,1.46%,8.53%,"$13,296,502","$46,735
461.69K IXT",131.43M IXT
1008,"NATIX Network
NATIX
Buy",$0.0008210,0.02%,2.37%,23.71%,"$13,245,326","$242,987
295.13M NATIX",16.13B NATIX
1009,"Brett (ETH)
BRETT
Buy",$0.1909,0.07%,0.08%,0.78%,"$13,255,689","$987,774
5.16M BRETT",69.42M BRETT
1010,"CreatorBid
BID
Buy",$0.04928,0.71%,4.45%,16.26%,"$13,231,829","$2,971,234
60.18M BID",268.46M BID
1101,"PIBBLE
PIB
Buy",$0.0004129,1.16%,1.76%,6.40%,"$9,972,915","$180,298
436.60M PIB",24.15B PIB
1102,"Dvision Network
DVI
Buy",$0.01036,0.11%,0.44%,6.84%,"$9,968,255","$160,004
15.45M DVI",961.8M DVI
1103,"DOGEai
DOGEAI
Buy",$0.01323,0.52%,2.89%,1.86%,"$9,929,882","$1,368,249
103.24M DOGEAI",750M DOGEAI
1104,"Pwease
PWEASE
Buy",$0.01004,0.30%,35.77%,19.89%,"$10,045,147","$5,738,930
578.37M PWEASE",999.92M PWEASE
1105,"Creta World
CRETA
Buy",$0.006761,0.10%,0.44%,14.02%,"$9,914,018","$219,704
32.48M CRETA",1.46B CRETA
1106,"Venus LINK
vLINK
Buy",$0.3200,0.10%,2.71%,5.38%,"$9,890,365",--,30.9M vLINK
1107,"InfinitiCoin
INCO
Buy",$0.009843,0.02%,1.11%,0.57%,"$9,843,388","$5,057,889
513.80M INCO",1B INCO
1108,"KLEVA Protocol
KLEVA
Buy",$0.1425,0.68%,5.48%,28.63%,"$9,821,638","$19,501
136.75K KLEVA",68.91M KLEVA
1109,"HyperCycle
HYPC
Buy",$0.06318,0.42%,2.83%,21.45%,"$9,801,272","$8,715
137.96K HYPC",155.12M HYPC
1110,"Karate Combat
KARATE
Buy",$0.0001466,0.59%,0.45%,17.33%,"$9,775,526","$117,166
797.66M KARATE",66.64B KARATE
1201,"DFI.Money
YFII
Buy",$193.17,0.36%,1.42%,4.17%,"$7,455,972","$195,201
1.01K YFII",38.59K YFII
1202,"Arianee
ARIA20
Buy",$0.06876,0.00%,2.38%,6.14%,"$7,389,463",--,107.46M ARIA20
1203,"Lingo
LINGO
Buy",$0.06154,0.67%,2.13%,20.17%,"$7,378,706","$488,054
7.93M LINGO",119.89M LINGO
1204,"Hive AI
BUZZ
Buy",$0.007350,0.55%,6.52%,10.75%,"$7,349,881","$8,426,555
1.14B BUZZ",999.86M BUZZ
1205,"ARC
ARC
Buy",$0.007921,1.04%,7.07%,14.85%,"$7,263,460","$36,845
4.60M ARC",916.97M ARC
1206,"yesnoerror
YNE
Buy",$0.007328,3.58%,23.91%,5.24%,"$7,328,532","$1,756,992
239.88M YNE",999.99M YNE
1207,"Nestree
EGG
Buy",$0.002425,0.12%,1.05%,2.98%,"$7,264,687","$27,510
11.34M EGG",2.99B EGG
1208,"Tarot
TAROT
Buy",$0.1077,0.09%,0.85%,7.68%,"$7,258,988","$23,133
214.67K TAROT",67.35M TAROT
1209,"Verified USD
USDV
Buy",$0.4216,0.00%,1.35%,32.43%,"$7,227,405",--,17.14M USDV
1210,"The Root Network
ROOT
Buy",$0.004983,0.01%,0.73%,6.04%,"$7,210,598","$1,099,689
220.66M ROOT",1.44B ROOT
1301,"Welshcorgicoin
WELSH
Buy",$0.0005265,3.12%,0.39%,21.88%,"$5,265,043","$11,641
22.11M WELSH",10B WELSH
1302,"Kinto
K
Buy",$4.96,0.52%,10.06%,30.33%,"$5,280,512","$790,441
159.77K K",1.06M K
1303,"DecideAI
DCD
Buy",$0.01069,0.48%,2.09%,21.36%,"$5,224,142","$72,452
6.80M DCD",488.67M DCD
1304,"Axol
AXOL
Buy",$0.005137,0.25%,2.58%,46.45%,"$5,137,774","$58,679
11.27M AXOL",1B AXOL
1305,"Matrix AI Network
MAN
Buy",$0.01126,3.75%,4.27%,12.26%,"$5,194,998","$135,545
12.04M MAN",461.36M MAN
1306,"Kwenta
KWENTA
Buy",$12.03,0.00%,1.52%,10.15%,"$5,198,933","$15,211
1.26K KWENTA",431.8K KWENTA
1307,"CatCoin
CAT
Buy",$0.091034,0.19%,0.88%,0.84%,"$5,172,969","$738,222
7.14P CAT",50P CAT
1308,"Alvara Protocol
ALVA
Buy",$0.08660,0.49%,2.98%,30.20%,"$5,260,501","$348,827
4.11M ALVA",60.74M ALVA
1309,"Coupon Assets
CA
Buy",$0.5333,0.58%,1.99%,17.68%,"$5,157,821","$1,668,883
3.13M CA",9.67M CA
1310,"STAT
STAT
Buy",$0.07283,0.92%,1.02%,10.40%,"$5,165,098","$201,786
2.77M STAT",70.91M STAT
1311,"Zenon
ZNN
Buy",$0.8150,0.00%,1.79%,1.35%,"$5,159,570",--,6.33M ZNN
1312,"MAX
MAX
Buy",$0.005186,2.34%,9.33%,3.53%,"$5,186,134","$930,325
180.38M MAX",999.84M MAX
1313,"Luckycoin
LKY
Buy",$0.4241,1.91%,2.31%,8.98%,"$5,120,159","$197,665
461.53K LKY",12.07M LKY
1314,"SolCex
SOLCEX
Buy",$0.006789,3.95%,0.36%,35.30%,"$5,295,606","$202,280
30.78M SOLCEX",780M SOLCEX
1315,"Koala AI
KOKO
Buy",$0.065629,0.20%,0.34%,3.30%,"$5,128,569","$206,388
366.86B KOKO",9.11T KOKO
1316,"Abelian
ABEL
Buy",$0.05112,0.02%,0.41%,9.40%,"$5,119,754","$73,447
1.43M ABEL",100.14M ABEL
1317,"Jerry The Turtle By Matt Furie
JYAI
Buy",$0.00007483,0.90%,3.73%,48.00%,"$5,163,891","$628,360
8.46B JYAI",69B JYAI
1318,"Edwin
EDWIN
Buy",$0.005179,0.61%,4.47%,22.63%,"$5,179,933","$79,040
15.45M EDWIN",1B EDWIN
1319,"Epic Cash
EPIC
Buy",$0.2973,0.03%,0.28%,0.50%,"$5,138,131","$6,409
21.69K EPIC",17.27M EPIC
1320,"MEVerse
MEV
Buy",$0.002903,0.26%,1.25%,3.24%,"$5,013,257","$288,958
98.02M MEV",1.72B MEV
1321,"GameGPT
DUEL
Buy",$0.001129,0.18%,0.68%,17.39%,"$5,086,257","$238,545
211.82M DUEL",4.5B DUEL
1322,"Litecoin Cash
LCC
Buy",$0.006236,0.10%,1.74%,9.96%,"$5,070,220","$4
699.50 LCC",813.02M LCC
1323,"The Next Bitcoin
BUTTCOIN
Buy",$0.005036,0.54%,22.46%,32.52%,"$5,032,412","$5,395,725
1.06B BUTTCOIN",999.15M BUTTCOIN
1324,"Haven1
H1
Buy",$0.02563,0.01%,0.24%,2.15%,"$5,044,436","$73,698
2.87M H1",196.81M H1
1325,"MAGA (maga-hat.vip)
MAGA
Buy",$0.00001287,0.43%,1.91%,14.76%,"$5,023,279","$2,486,812
192.75B MAGA",390.25B MAGA
1326,"Konnect
KCT
Buy",$0.0007008,1.04%,1.27%,4.08%,"$5,023,095","$219,036
312.28M KCT",7.16B KCT
1327,"KOMPETE
KOMPETE
Buy",$0.006693,0.00%,0.57%,3.98%,"$5,025,972",--,750.87M KOMPETE
1328,"RocketX exchange
RVF
Buy",$0.05350,0.13%,1.28%,15.52%,"$5,013,056","$54,802
1.02M RVF",93.69M RVF
1329,"TOMI
TOMI
Buy",$0.002482,0.76%,5.69%,81.06%,"$5,045,533","$5,839,223
2.36B TOMI",2.03B TOMI
1330,"IMGN Labs
IMGN
Buy",$0.005897,0.27%,0.12%,3.98%,"$5,015,859","$89,340
15.18M IMGN",850.52M IMGN
1331,"Multibit
MUBI
Buy",$0.005251,0.42%,4.89%,17.93%,"$4,988,451","$2,089,549
396.62M MUBI",950M MUBI
1332,"Alpha City
AMETA
Buy",$0.0005041,0.82%,4.54%,66.61%,"$5,041,459",--,10B AMETA
1333,"Solanium
SLIM
Buy",$0.05022,0.64%,4.23%,13.07%,"$5,022,991","$375,130
7.50M SLIM",100M SLIM
1401,"Deeper Network
DPR
Buy",$0.001387,0.02%,2.23%,4.55%,"$4,294,334","$105,798
76.26M DPR",3.09B DPR
1402,"Hive Intelligence
HINT
Buy",$0.009313,0.25%,1.07%,99.09%,"$4,287,841","$679,360
72.94M HINT",460.37M HINT
1403,"Decubate
DCB
Buy",$0.01121,0.15%,0.23%,2.92%,"$4,263,916","$43,989
3.92M DCB",380.02M DCB
1404,"Stool Prisondente
JAILSTOOL
Buy",$0.004258,0.92%,0.41%,8.09%,"$4,257,547","$8,672,981
2.03B JAILSTOOL",999.8M JAILSTOOL
1405,"Nash
NEX
Buy",$0.09658,0.00%,0.07%,6.93%,"$4,201,575",--,43.49M NEX
1406,"IMPT
IMPT
Buy",$0.003134,0.13%,0.96%,0.70%,"$4,189,914","$537,268
170.99M IMPT",1.33B IMPT
1407,"Orbitt Token
ORBT
Buy",$0.2806,0.20%,2.10%,10.11%,"$4,193,105","$2,270,827
8.08M ORBT",14.94M ORBT
1408,"BitForex Token
BF
Buy",$0.0009776,0.00%,0.00%,0.00%,"$4,193,254",--,4.28B BF
1409,"Obyte
GBYTE
Buy",$4.73,0.09%,1.89%,5.06%,"$4,193,452","$352
74.46 GBYTE",886.24K GBYTE
1410,"Blocery
BLY
Buy",$0.004425,0.03%,0.18%,1.79%,"$4,186,508","$155,251
35.08M BLY",946.08M BLY
1501,"Validity
VAL
Buy",$0.6742,1.31%,2.88%,2.88%,"$3,439,458","$31,753
47.88K VAL",5.1M VAL
1502,"NuriTopia
NBLU
Buy",$0.002021,0.67%,0.35%,0.31%,"$3,367,518","$76,272
37.62M NBLU",1.66B NBLU
1503,"Neighbourhoods
NHT
Buy",$0.0004278,0.31%,0.66%,0.87%,"$3,411,217","$44,190
104.82M NHT",7.97B NHT
1504,"QuadrantProtocol
EQUAD
Buy",$0.003358,0.02%,0.05%,7.09%,"$3,358,758","$7
2.03K EQUAD",1B EQUAD
1505,"BRN Metaverse
BRN
Buy",$0.1208,0.35%,1.89%,7.85%,"$3,377,293","$306,251
2.55M BRN",27.95M BRN
1506,"BaaSid
BAAS
Buy",$0.0004570,0.04%,3.07%,2.45%,"$3,382,437","$128,541
283.56M BAAS",7.4B BAAS
1507,"BitShares
BTS
Buy",$0.001106,1.13%,0.97%,1.41%,"$3,314,971","$112,210
100.45M BTS",2.99B BTS
1508,"BlueMove
MOVE
Buy",$0.01535,0.10%,2.55%,12.78%,"$3,339,978","$204
13.28K MOVE",217.5M MOVE
1509,"Real Smurf Cat
SMURFCAT
Buy",$0.00003508,0.12%,1.24%,3.22%,"$3,290,876","$154,888
4.35B SMURFCAT",93.8B SMURFCAT
1510,"Serum
SRM
Buy",$0.01254,0.28%,2.73%,13.65%,"$3,302,051","$189,708
14.98M SRM",263.24M SRM
1511,"BABB
BAX
Buy",$0.00004380,0.42%,0.02%,6.93%,"$3,336,354","$11,634
265.91M BAX",76.15B BAX
1512,"IBStoken
IBS
Buy",$0.0008221,0.03%,0.34%,0.25%,"$3,309,292","$51,072
61.98M IBS",4.02B IBS
1513,"FNCY
FNCY
Buy",$0.002974,0.40%,2.56%,6.40%,"$3,283,823","$28,742
9.61M FNCY",1.1B FNCY
1514,"Fei USD
FEI
Buy",$0.9956,0.03%,0.02%,1.04%,"$3,296,130","$26,019
26.13K FEI",3.31M FEI
1515,"OctonetAI
OCTO
Buy",$0.03280,0.67%,9.13%,80.15%,"$3,231,404","$522,960
15.65M OCTO",98.5M OCTO
1516,"Dejitaru Tsuka
TSUKA
Buy",$0.003250,0.01%,1.67%,21.42%,"$3,250,960","$95,517
29.04M TSUKA",1B TSUKA
1517,"Contango
TANGO
Buy",$0.02755,0.00%,0.75%,5.93%,"$3,264,747","$625
22.54K TANGO",118.46M TANGO
1518,"Djed
DJED
Buy",$0.9928,0.75%,0.39%,0.80%,"$3,269,731","$32,624
32.70K DJED",3.29M DJED
1519,"Footballcoin (XFC)
XFC
Buy",$0.008278,0.05%,0.03%,0.95%,"$3,272,197","$40,540
4.88M XFC",395.26M XFC
1520,"Skibidi Toilet
SKBDI
Buy",$0.04956,6.20%,44.24%,22.04%,"$3,471,728","$699,194
14.99M SKBDI",70.03M SKBDI
1521,"Big Data Protocol
BDP
Buy",$0.06101,0.01%,0.51%,3.24%,"$3,189,998","$88,064
1.41M BDP",52.27M BDP
1522,"PRIZM
PZM
Buy",$0.0007141,2.02%,1.07%,4.52%,"$3,120,938","$2,711
3.64M PZM",4.37B PZM
1523,"Analog
ANLOG
Buy",$0.001726,0.44%,7.99%,3.72%,"$3,205,384","$337,903
193.21M ANLOG",1.85B ANLOG
1524,"Solama
SOLAMA
Buy",$0.004925,0.44%,0.03%,16.66%,"$3,220,846","$5,330
1.07M SOLAMA",653.86M SOLAMA
1525,"BizAuto
BIZA
Buy",$0.001225,0.47%,0.27%,3.37%,"$3,281,574","$583,842
483.08M BIZA",2.67B BIZA
1601,"Crypton
CRP
Buy",$0.2615,0.21%,0.44%,0.21%,"$2,745,980","$213,350
817.98K CRP",10.49M CRP
1602,"Talken
TALK
Buy",$0.01077,3.46%,2.61%,10.91%,"$2,676,401","$47,527
4.31M TALK",248.47M TALK
1603,"xHashtag AI
XTAG
Buy",$0.04134,0.33%,11.97%,42.92%,"$2,735,552","$155,702
3.77M XTAG",66.16M XTAG
1604,"Shido ETH
SHIDO
Buy",$0.0001520,0.42%,7.01%,12.46%,"$2,709,281",--,17.82B SHIDO
1605,"Crypto Asset Governance Alliance
CAGA
Buy",$0.00004413,0.00%,1.90%,1.47%,"$2,713,650","$25,898
586.72M CAGA",61.49B CAGA
1606,"AXIS Token
AXIS
Buy",$0.008485,0.18%,1.09%,112.17%,"$2,717,958","$40
4.71K AXIS",320.3M AXIS
1607,"Sekuya Multiverse
SKYA
Buy",$0.007141,4.78%,31.09%,15.40%,"$2,819,407","$191,238
27.83M SKYA",394.77M SKYA
1608,"LandWolf (SOL)
WOLF
Buy",$0.0002708,0.13%,5.22%,10.99%,"$2,708,319","$299
1.10M WOLF",9.99B WOLF
1609,"SOVRUN
SOVRN
Buy",$0.01484,0.71%,0.95%,19.21%,"$2,728,481","$155,869
10.56M SOVRN",183.73M SOVRN
1610,"Poolz Finance
POOLX
Buy",$0.5271,1.89%,1.13%,0.64%,"$2,743,582","$180,027
345.85K POOLX",5.2M POOLX
1701,"Paribus
PBX
Buy",$0.0002794,0.14%,0.56%,5.34%,"$2,089,945","$214,062
760.63M PBX",7.47B PBX
1702,"Lumerin
LMR
Buy",$0.003467,0.02%,1.17%,17.01%,"$2,103,548","$25,719
7.41M LMR",606.61M LMR
1703,"Apollo Currency
APL
Buy",$0.00009900,0.00%,0.00%,0.02%,"$2,095,437",--,21.16B APL
1704,"LEGIT
LEGIT
Buy",$0.002113,0.09%,5.30%,14.31%,"$2,073,170","$31,099
14.61M LEGIT",981.1M LEGIT
1705,"SpookySwap
BOO
Buy",$0.2206,1.12%,4.03%,21.36%,"$2,072,476","$56,727
255.81K BOO",9.39M BOO
1706,"5ire
5IRE
Buy",$0.001543,0.10%,5.09%,1.72%,"$2,048,130","$588,539
377.77M 5IRE",1.32B 5IRE
1707,"Storm Trade
STORM
Buy",$0.01789,0.17%,2.43%,1.88%,"$2,081,359","$1,630,725
91.81M STORM",116.31M STORM
1708,"r/FortNiteBR Bricks
BRICK
Buy",$0.01798,0.03%,1.53%,2.80%,"$2,000,786","$14,418
778.73K BRICK",111.23M BRICK
1709,"STARS
STARS
Buy",$0.00004887,0.23%,6.83%,12.44%,"$2,056,284","$449,250
9.20B STARS",42.06B STARS
1710,"KILT Protocol
KILT
Buy",$0.04097,0.75%,1.47%,9.30%,"$2,025,077","$41,934
1.01M KILT",49.42M KILT
1801,"Octokn
OTK
Buy",$0.005554,0.07%,8.25%,39.68%,"$1,683,910","$166,635
31.09M OTK",303.13M OTK
1802,"Vexanium
VEX
Buy",$0.002299,0.00%,2.21%,7.84%,"$1,687,232","$1,932
874.22K VEX",733.64M VEX
1803,"MAX Exchange Token
MAX
Buy",$0.3267,0.05%,0.87%,1.68%,"$1,625,969","$51,277
157.47K MAX",4.97M MAX
1804,"OpenLeverage
OLE
Buy",$0.007903,0.33%,10.25%,16.83%,"$1,490,768","$183,437
21.56M OLE",188.63M OLE
1805,"Packet
PKT
Buy",$0.0003796,0.00%,0.16%,5.34%,"$1,611,655",--,4.24B PKT
1806,"Arcas
ARCAS
Buy",$0.02394,0.00%,1.25%,1.35%,"$1,662,264",--,69.43M ARCAS
1807,"GoChain
GO
Buy",$0.001177,0.03%,4.75%,989.47%,"$1,542,217","$24,870
20.12M GO",1.3B GO
1808,"Hemule
HEMULE
Buy",$0.001649,0.05%,0.11%,23.78%,"$1,616,280","$274,266
166.70M HEMULE",979.99M HEMULE
1809,"RepubliK
RPK
Buy",$0.001677,0.13%,0.07%,0.64%,"$1,620,145","$106,308
63.81M RPK",965.72M RPK
1810,"TypeAI
TYPE
Buy",$0.1832,0.00%,13.12%,10.31%,"$1,832,463",--,10M TYPE
1901,"AS Monaco Fan Token
ASM
Buy",$0.2775,0.27%,1.90%,1.57%,"$1,221,086","$225,877
807.92K ASM",4.39M ASM
1902,"Wall Street Memes
WSM
Buy",$0.0006492,0.27%,21.56%,14.61%,"$1,222,391","$10,650
16.43M WSM",1.88B WSM
1903,"ASTROS
ASTROS
Buy",$0.04805,0.08%,0.03%,1.17%,"$1,225,448","$92,351
1.91M ASTROS",25.49M ASTROS
1904,"Unification
FUND
Buy",$0.03625,0.01%,5.86%,12.20%,"$1,248,879","$52
1.47K FUND",34.44M FUND
1905,"Ellipsis
EPX
Buy",$0.00001525,0.31%,6.61%,4.53%,"$1,201,161","$323,655
20.89B EPX",78.74B EPX
1906,"XRADERS
XR
Buy",$0.03364,0.41%,1.93%,0.41%,"$1,212,574","$1,069,563
31.66M XR",36.04M XR
1907,"Kava Lend
HARD
Buy",$0.009006,0.14%,0.49%,6.75%,"$1,214,017","$737,390
81.82M HARD",134.79M HARD
1908,"LoungeM
LZM
Buy",$0.01200,1.82%,15.07%,18.04%,"$1,236,384","$2,343
198.66K LZM",102.96M LZM
1909,"BNBXBT
BNBXBT
Buy",$0.001241,0.54%,6.38%,0.62%,"$1,241,804","$841,691
694.26M BNBXBT",1B BNBXBT
1910,"Q Protocol
QGOV
Buy",$0.006491,0.00%,0.47%,0.63%,"$1,202,189","$25
3.88K QGOV",185.2M QGOV
1945,"Linear Finance
LINA
Buy",$0.00009797,10.14%,2.85%,10.44%,"$979,470","$279,594
2.54B LINA",9.99B LINA
1946,"BNB Card
BNB CARD
Buy",$0.001091,0.00%,0.02%,0.72%,"$1,091,220","$81,508
74.67M BNB CARD",1B BNB CARD
1947,"AirDAO
AMB
Buy",$0.0002056,0.14%,0.77%,1.07%,"$1,079,070","$192,143
935.23M AMB",5.24B AMB
1948,"Exeedme
XED
Buy",$0.01083,0.36%,5.60%,7.33%,"$1,083,381","$97,340
9.00M XED",100M XED
1949,"EGO
EGO
Buy",$0.005385,0.58%,0.04%,1.23%,"$1,080,580","$322,893
60.16M EGO",200.64M EGO
1950,"Decentrawood
DEOD
Buy",$0.002737,0.88%,2.81%,0.49%,"$1,120,351","$153,557
58.32M DEOD",408.3M DEOD
1951,"UNIT0
UNIT0
Buy",$0.2101,0.59%,0.04%,1.92%,"$1,071,362","$78,598
372.71K UNIT0",5.09M UNIT0
1952,"Sinverse
SIN
Buy",$0.001374,0.10%,0.22%,0.51%,"$1,073,755","$186,833
136.24M SIN",780.94M SIN
1953,"Phoenixcoin
PXC
Buy",$0.01143,0.13%,1.02%,0.49%,"$1,055,936","$64
5.57K PXC",92.33M PXC
1954,"v.systems
VSYS
Buy",$0.0003087,0.30%,1.11%,10.42%,"$1,052,086","$297,464
963.25M VSYS",3.4B VSYS
1955,"YOUR AI
YOURAI
Buy",$0.002094,1.58%,4.09%,0.55%,"$1,073,235","$99,900
49.15M YOURAI",512.28M YOURAI
1956,"Dypius [New]
DYP
Buy",$0.006594,0.06%,0.20%,8.73%,"$1,029,305","$150,008
22.36M DYP",156.08M DYP
1957,"Digimon
DIGIMON
Buy",$0.001076,0.56%,20.99%,17.60%,"$1,076,891","$128,785
123.21M DIGIMON",999.93M DIGIMON
1958,"Shieldeum
SDM
Buy",$0.008916,0.09%,0.13%,5.39%,"$1,042,627","$658,811
73.80M SDM",116.93M SDM
1959,"Baby Neiro BNB
BABYNEIRO
Buy",$0.0112440,0.84%,0.48%,10.43%,"$1,024,924","$180,239
72.63P BABYNEIRO",420P BABYNEIRO
1960,"NikolAI
NIKO
Buy",$0.001038,2.90%,4.09%,0.81%,"$1,038,009","$31,267
30.30M NIKO",1B NIKO
1961,"Neurahub
NEURA
Buy",$0.01250,0.00%,0.00%,27.00%,"$1,029,385",--,82.34M NEURA
1962,"Flixxo
FLIXX
Buy",$0.01219,0.19%,2.19%,4.82%,"$1,028,318","$0
0.002564 FLIXX",84.32M FLIXX
1963,"Sage
SAGE
Buy",$0.01155,0.02%,4.47%,81.86%,"$1,039,765","$1,380
121.01K SAGE",90M SAGE
1964,"Hamster
HAM
Buy",$0.094336,0.02%,2.37%,7.10%,"$1,033,967","$91,543
212.35T HAM",2.38P HAM
1965,"SpaceFalcon
FCON
Buy",$0.00005873,0.13%,2.16%,21.85%,"$1,023,401","$35,372
601.47M FCON",17.42B FCON
